gene,importance
SLC25A19,0.0001732787825814432
GJA1,0.000172981032221413
IL2RA,0.00017289241112784632
DHCR7,0.0001727640651688838
FGF9,0.00017268740474782343
PMM2,0.00017099131180034618
CLIC3,0.00017088863511195612
MEST,0.00017005933642841523
TKT,0.0001697002530453541
IGFBP5,0.00016950035889238296
PTGFR,0.00016934413185061228
RRAGD,0.00016901665743262177
KIF20B,0.00016876764206330506
HTATIP2,0.000168501769797764
UCP2,0.00016834818142509277
MMP10,0.00016831489396631469
RHOH,0.00016820252732436028
PLOD3,0.00016809435224539925
SPTBN2,0.00016798867714438534
FADS1,0.00016692010474116575
POR,0.00016661912100930356
TXN,0.0001661783938808891
CD1D,0.00016611202702456566
TXNRD1,0.0001660271295769421
AGXT,0.00016577183441080184
KLF2,0.0001652545451374277
CALM1,0.0001651221816417788
SDHA,0.00016505406779629693
DAP,0.0001634905584754825
IL12A,0.00016323869349528326
IDI1,0.00016310368928831376
TRAIP,0.0001630479759205542
RPS6KA5,0.00016270233956090077
OPRK1,0.0001626211587011564
CYB5R1,0.00016256355294570226
ACVR1,0.00016253846375347732
TUBB,0.00016209820646727595
PAICS,0.00016198214267412658
GSTM2,0.0001619595111922663
SLC23A1,0.00016152644804207818
MARCO,0.00016152127687063197
CEBPB,0.00016088379621953427
COX5A,0.00016037825499862123
AGO2,0.0001603277443718846
IGSF3,0.00016018360920459218
COL5A2,0.0001601378135756826
CXCL14,0.0001597401555578134
IL1R2,0.00015937935986387334
NEDD4L,0.00015896932417014498
MAP2K6,0.000158951099212389
PPAT,0.0001589214509853676
PHGDH,0.00015849089869384442
MAFF,0.00015835871891785078
CYB5R3,0.00015832902525930476
LDLRAP1,0.00015825205657799153
RARA,0.00015820697098308298
TBK1,0.00015814891620932552
WLS,0.00015796985533188384
TAF13,0.00015789533681114
LONP2,0.00015780996556138415
LPIN2,0.00015780248412859555
FGFR1,0.00015769699085893885
DENND5A,0.0001565767913805971
HPN,0.00015654711601495428
CTSC,0.00015631902218704813
BMPR1B,0.0001562915245606857
DIO1,0.00015618482359773674
NCBP2,0.0001561342855528362
SORBS3,0.00015564360183683112
DLK2,0.00015562268586122194
ARHGEF12,0.0001553799345362515
NAV2,0.00015517992806194823
STK38L,0.0001548488829520232
SCN1B,0.00015481117078190132
GPR3,0.0001547538309514407
ZBTB10,0.00015454391197007087
ANXA2,0.00015431759450277875
MTHFD1,0.00015423847577315534
VEZF1,0.0001541533116254418
DTX4,0.00015313212964083718
MID1IP1,0.0001529314346597102
PIGQ,0.00015292563175098702
PDLIM4,0.0001524671217868404
ITSN1,0.00015172036368115907
SPTB,0.00015140719882761626
EIF2S2,0.0001511616751380011
SLC20A1,0.00015034622116604225
CHST6,0.0001502389234393136
TENM2,0.00015019793773158338
TPSAB1,0.00015013903442074596
KIFC3,0.00015004333749788268
TGFB1,0.00014990158899901766
PAN2,0.0001497428234682217
STMN1,0.00014941350414988751
ICOS,0.0001491382195750301
